"cnumber","pname","van0","title","fips","county","city","tn","date","month","year","state"
"fsa2000049802/PP","Lee","Work","Shasta Dam, Shasta County, California. One of the tail towers which supports one",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32217_150px.jpg","1942-06","06",1942,"California"
"fsa2000049803/PP","Lee","Work","Shasta Dam, Shasta County, California. Penstocks, pipes which carry water to hyd",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32218_150px.jpg","1942-06","06",1942,"California"
"fsa2000049805/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction, showing the w",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32220_150px.jpg","1942-06","06",1942,"California"
"fsa2000049806/PP","Lee","Work","Shasta Dam, Shasta County, California. Vibrating newly-poured concrete at the da",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32221_150px.jpg","1942-06","06",1942,"California"
"fsa2000049808/PP","Lee","Work","Shasta Dam, Shasta County, California. Dumping concrete in construction of dam",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32223_150px.jpg","1942-06","06",1942,"California"
"fsa2000049821/PP","Lee","Work","Shasta Dam, Shasta County, California. Cable carriage. Materials used in constru",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32236_150px.jpg","1942-06","06",1942,"California"
"fsa2000049822/PP","Lee","Work","Shasta Dam, Shasta County, California. Construction work at the dam",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32237_150px.jpg","1942-06","06",1942,"California"
"fsa2000049823/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32238_150px.jpg","1942-06","06",1942,"California"
"fsa2000049824/PP","Lee","Work","Shasta Dam, Shasta County, California. Cable carriage. Materials used in constru",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c32239_150px.jpg","1942-06","06",1942,"California"
"fsa2000049831/PP","Lee","Work","Shasta Dam, Shasta County, California. Hydraulic removal of dirt and rock in con",6089,"Shasta","Shasta Dam","thumb/1050/1057/3c30498_150px.jpg","1942-06","06",1942,"California"
"fsa2000049833/PP","Lee","Work","Shasta Dam, Shasta County, California. Lubricating a bearing in cable control ro",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24841_150px.jpg","1942-06","06",1942,"California"
"fsa2000049834/PP","Lee","Work","Shasta Dam, Shasta County, California. Moving a gallery",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24842_150px.jpg","1942-06","06",1942,"California"
"fsa2000049835/PP","Lee","Work","Shasta Dam, Shasta County, California. Head tower",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24843_150px.jpg","1942-06","06",1942,"California"
"fsa2000049836/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24844_150px.jpg","1942-06","06",1942,"California"
"fsa2000049838/PP","Lee","Work","Shasta Dam, Shasta County, California. Dump truck",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24846_150px.jpg","1942-06","06",1942,"California"
"fsa2000049841/PP","Lee","Work","Shasta Dam, Shasta County, California. Face of the dam under construction, showi",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24849_150px.jpg","1942-06","06",1942,"California"
"fsa2000049842/PP","Lee","People As Such","Shasta Dam, Shasta County, California. Workman",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24850_150px.jpg","1942-06","06",1942,"California"
"fsa2000049843/PP","Lee","Social and Personal Activity","Shasta Dam, Shasta County, California. Workman",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24851_150px.jpg","1942-06","06",1942,"California"
"fsa2000049844/PP","Lee","Social and Personal Activity","Shasta Dam, Shasta County, California. Workmen",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24852_150px.jpg","1942-06","06",1942,"California"
"fsa2000049846/PP","Lee","Work","Shasta Dam, Shasta County, California. Pipe-fitter",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24854_150px.jpg","1942-06","06",1942,"California"
"fsa2000049847/PP","Lee","Work","Shasta Dam, Shasta County, California. Lowering a sump into bottom of the dam",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24855_150px.jpg","1942-06","06",1942,"California"
"fsa2000049848/PP","Lee","Work","Shasta Dam, Shasta County, California. Lowering a sump into bottom of the dam",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24856_150px.jpg","1942-06","06",1942,"California"
"fsa2000049850/PP","Lee","Work","Shasta Dam, Shasta County, California. Steam shovel excavating at site of the da",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24858_150px.jpg","1942-06","06",1942,"California"
"fsa2000049861/PP","Lee","Work","Shasta Dam, Shasta County, California. Bucket which delivers concrete to constru",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24869_150px.jpg","1942-06","06",1942,"California"
"fsa2000049862/PP","Lee","Work","Shasta Dam, Shasta County, California. Construction work at the dam, showing woo",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24870_150px.jpg","1942-06","06",1942,"California"
"fsa2000049864/PP","Lee","Work","Shasta Dam, Shasta County, California. Bucket of concrete, which travels on cabl",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24872_150px.jpg","1942-06","06",1942,"California"
"fsa2000049865/PP","Lee","Work","Shasta Dam, Shasta County, California. Car which runs on a circular track and br",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24873_150px.jpg","1942-06","06",1942,"California"
"fsa2000049866/PP","Lee","Work","Shasta Dam, Shasta County, California. Foot of head tower from which cable bucke",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24874_150px.jpg","1942-06","06",1942,"California"
"fsa2000049867/PP","Lee","Work","Shasta Dam, Shasta County, California. Workmen apply grout, a thin concrete mixt",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24875_150px.jpg","1942-06","06",1942,"California"
"fsa2000049868/PP","Lee","Work","Shasta Dam, Shasta County, California. Face of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24876_150px.jpg","1942-06","06",1942,"California"
"fsa2000049869/PP","Lee","Work","Shasta Dam, Shasta County, California. Workman crossing catwalk to construction ",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24877_150px.jpg","1942-06","06",1942,"California"
"fsa2000049870/PP","Lee","Work","Shasta Dam, Shasta County, California. Pipe fitter",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24878_150px.jpg","1942-06","06",1942,"California"
"fsa2000049872/PP","Lee","Work","Shasta Dam, Shasta County, California. Pipe fitter",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24880_150px.jpg","1942-06","06",1942,"California"
"fsa2000049873/PP","Lee","Work","Shasta Dam, Shasta County, California. Workman and pipe",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24881_150px.jpg","1942-06","06",1942,"California"
"fsa2000049874/PP","Lee","Work","Shasta Dam, Shasta County, California. Carpenter constructing concrete forms",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24882_150px.jpg","1942-06","06",1942,"California"
"fsa2000049875/PP","Lee","Work","Shasta Dam, Shasta County, California. Carpenter constructing concrete forms",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24883_150px.jpg","1942-06","06",1942,"California"
"fsa2000049876/PP","Lee","People As Such","Shasta Dam, Shasta County, California. Timekeeper",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24884_150px.jpg","1942-06","06",1942,"California"
"fsa2000049877/PP","Lee","Work","Shasta Dam, Shasta County, California. Workmen carrying vibrator",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24885_150px.jpg","1942-06","06",1942,"California"
"fsa2000049878/PP","Lee","Work","Shasta Dam, Shasta County, California. Workmen",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24886_150px.jpg","1942-06","06",1942,"California"
"fsa2000049879/PP","Lee","Work","Shasta Dam, Shasta County, California. Workmen loading vibrator on truck",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24887_150px.jpg","1942-06","06",1942,"California"
"fsa2000049880/PP","Lee","Work","Shasta Dam, Shasta County, California. Construction work",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24888_150px.jpg","1942-06","06",1942,"California"
"fsa2000049882/PP","Lee","The Land","Shasta County, California. Mountain ranges",6089,"Shasta","","thumb/1050/1057/8c24890_150px.jpg","1942-06","06",1942,"California"
"fsa2000049883/PP","Lee","Work","Shasta Dam, Shasta County, California. Construction work on face of the dam",6089,"Shasta","Shasta Dam","thumb/1050/1057/8c24891_150px.jpg","1942-06","06",1942,"California"
"fsa2000049884/PP","Lee","Work","Shasta Dam, Shasta County, California. Carpenter who works at the dam",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24892_150px.jpg","1942-06","06",1942,"California"
"fsa2000049885/PP","Lee","Work","Shasta Dam, Shasta County, California. Workman",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24893_150px.jpg","1942-06","06",1942,"California"
"fsa2000049886/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction, showing the h",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24894_150px.jpg","1942-06","06",1942,"California"
"fsa2000049890/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of Shasta Dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24898_150px.jpg","1942-06","06",1942,"California"
"fsa2000049892/PP","Lee","Work","Shasta Dam, Shasta County, California. Dump truck",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24901_150px.jpg","1942-06","06",1942,"California"
"fsa2000049897/PP","Lee","Work","Shasta Dam, Shasta County, California. Carpenter with plumb line",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24906_150px.jpg","1942-06","06",1942,"California"
"fsa2000049898/PP","Lee","Work","Shasta Dam, Shasta County, California. Carpenters build wooden concrete forms",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24907_150px.jpg","1942-06","06",1942,"California"
"fsa2000049900/PP","Lee","Work","Shasta Dam, Shasta County, California. Part of the dam",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24909_150px.jpg","1942-06","06",1942,"California"
"fsa2000049901/PP","Lee","Work","Shasta Dam, Shasta County, California. Part of the dam",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24910_150px.jpg","1942-06","06",1942,"California"
"fsa2000049904/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24913_150px.jpg","1942-06","06",1942,"California"
"fsa2000049906/PP","Lee","Work","Shasta Dam, Shasta County, California. Part of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24915_150px.jpg","1942-06","06",1942,"California"
"fsa2000049907/PP","Lee","Work","Shasta Dam, Shasta County, California. Part of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24916_150px.jpg","1942-06","06",1942,"California"
"fsa2000049909/PP","Lee","Work","Shasta Dam, Shasta County, California. Part of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24918_150px.jpg","1942-06","06",1942,"California"
"fsa2000049910/PP","Lee","Work","Shasta Dam, Shasta County, California. Head tower",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24919_150px.jpg","1942-06","06",1942,"California"
"fsa2000049913/PP","Lee","Work","Shasta Dam, Shasta County, California. Part of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24922_150px.jpg","1942-06","06",1942,"California"
"fsa2000049916/PP","Lee","Work","Shasta Dam, Shasta County, California. Foot of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24925_150px.jpg","1942-06","06",1942,"California"
"fsa2000049918/PP","Lee","Work","Shasta Dam, Shasta County, California. Hydraulic excavation work",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24927_150px.jpg","1942-06","06",1942,"California"
"fsa2000049919/PP","Lee","Work","Shasta Dam, Shasta County, California. Cable room in head tower",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24928_150px.jpg","1942-06","06",1942,"California"
"fsa2000049921/PP","Lee","Work","Shasta Dam, Shasta County, California. In the cable toom of the head tower",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24930_150px.jpg","1942-06","06",1942,"California"
"fsa2000049922/PP","Lee","Work","Shasta Dam, Shasta County, California. In the cable toom of head tower",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24931_150px.jpg","1942-06","06",1942,"California"
"fsa2000049925/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24934_150px.jpg","1942-06","06",1942,"California"
"fsa2000049926/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24935_150px.jpg","1942-06","06",1942,"California"
"fsa2000049927/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24935_150px.jpg","1942-06","06",1942,"California"
"fsa2000049928/PP","Lee","Work","Shasta Dam, Shasta County, California. Bulldozer working at the dam",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24936_150px.jpg","1942-06","06",1942,"California"
"fsa2000049929/PP","Lee","Transportation","Shasta Dam, Shasta County, California. Dump truck",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24937_150px.jpg","1942-06","06",1942,"California"
"fsa2000049931/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24939_150px.jpg","1942-06","06",1942,"California"
"fsa2000049932/PP","Lee","Work","Shasta Dam, Shasta County, California. Grease monkeys working in the channel iro",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24940_150px.jpg","1942-06","06",1942,"California"
"fsa2000049933/PP","Lee","Work","Shasta Dam, Shasta County, California. View of construction work",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24941_150px.jpg","1942-06","06",1942,"California"
"fsa2000049934/PP","Lee","People As Such","Shasta Dam, Shasta County, California. Grease monkey",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24942_150px.jpg","1942-06","06",1942,"California"
"fsa2000049935/PP","Lee","Work","Shasta Dam, Shasta County, California. Grease monkey",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24943_150px.jpg","1942-06","06",1942,"California"
"fsa2000049937/PP","Lee","Work","Shasta Dam, Shasta County, California. Workmen",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24945_150px.jpg","1942-06","06",1942,"California"
"fsa2000049938/PP","Lee","Social and Personal Activity","Shasta Dam, Shasta County, California. Workman",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24946_150px.jpg","1942-06","06",1942,"California"
"fsa2000049939/PP","Lee","People As Such","Shasta Dam, Shasta County, California. Workmen",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24947_150px.jpg","1942-06","06",1942,"California"
"fsa2000049940/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24948_150px.jpg","1942-06","06",1942,"California"
"fsa2000049941/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24949_150px.jpg","1942-06","06",1942,"California"
"fsa2000049942/PP","Lee","People As Such","Shasta Dam, Shasta County, California. Workman",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24950_150px.jpg","1942-06","06",1942,"California"
"fsa2000049944/PP","Lee","Work","Shasta Dam, Shasta County, California. The dam under construction as viewed from",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24951_150px.jpg","1942-06","06",1942,"California"
"fsa2000049946/PP","Lee","Work","Shasta Dam, Shasta County, California. Head tower at the dam. The cables which o",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24953_150px.jpg","1942-06","06",1942,"California"
"fsa2000049947/PP","Lee","People As Such","Shasta Dam, Shasta County, California. Workman",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24954_150px.jpg","1942-06","06",1942,"California"
"fsa2000049948/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24955_150px.jpg","1942-06","06",1942,"California"
"fsa2000049950/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24957_150px.jpg","1942-06","06",1942,"California"
"fsa2000049952/PP","Lee","Work","Shasta Dam, Shasta County, California. Excavation work at the dam",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24959_150px.jpg","1942-06","06",1942,"California"
"fsa2000049953/PP","Lee","Work","Shasta Dam, Shasta County, California. One side of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24960_150px.jpg","1942-06","06",1942,"California"
"fsa2000049954/PP","Lee","Work","Shasta Dam, Shasta County, California. The two sides of the dam are fast bridgin",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24961_150px.jpg","1942-06","06",1942,"California"
"fsa2000049955/PP","Lee","Work","Shasta Dam, Shasta County, California. Excavation work",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24962_150px.jpg","1942-06","06",1942,"California"
"fsa2000049956/PP","Lee","Work","Shasta Dam, Shasta County, California. The two sides of the dam are fast bridgin",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24963_150px.jpg","1942-06","06",1942,"California"
"fsa2000049958/PP","Lee","Work","Shasta Dam, Shasta County, California. Head tower. The cables which operate from",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24965_150px.jpg","1942-06","06",1942,"California"
"fsa2000049959/PP","Lee","Work","Shasta Dam, Shasta County, California. View of the dam under construction",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24966_150px.jpg","1942-06","06",1942,"California"
"fsa2000049961/PP","Lee","Work","Shasta Dam, Shasta County, California. This car, which is filled with concrete a",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24968_150px.jpg","1942-06","06",1942,"California"
"fsa2000049962/PP","Lee","Work","Shasta Dam, Shasta County, Claifornia. Construction work at the dam showing wood",6089,"Shasta","Shasta Dam","thumb/1050/1058/8c24969_150px.jpg","1942-06","06",1942,"California"
"fsa2000049978/PP","Lee","The Land","Shasta County, California. Mount Shasta",6089,"Shasta","","thumb/1050/1058/8c24985_150px.jpg","1942-07","07",1942,"California"
"fsa2000050138/PP","Lee","People As Such","Yreka, California. On the main street. Yreka is the county seat of a county rich",6093,"Siskiyou","Yreka","thumb/1060/1060/8c32314_150px.jpg","1942-07","07",1942,"California"
"fsa2000050140/PP","Lee","Work","Yreka, California. Magazine stand",6093,"Siskiyou","Yreka","thumb/1060/1060/3b37402_150px.jpg","1942-07","07",1942,"California"
"fsa2000050151/PP","Lee","The Land","Siskiyou County, California. Mountain stream",6093,"Siskiyou","","thumb/1060/1060/8c32327_150px.jpg","1942-07","07",1942,"California"
"fsa2000052812/PP","Collier","Work","Italian &quot;North Beach&quot; restaurant during blackout. San Francisco, Calif",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33671_150px.jpg","1941-12",12,1941,"California"
"fsa2000052814/PP","Collier","People As Such","The shiftless and the curious came down on Monday morning after the Japanese att",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33673_150px.jpg","1941-12",12,1941,"California"
"fsa2000052836/PP","Collier","War","War poster on wall in Chinatown. San Francisco, California",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33694_150px.jpg","1941-12",12,1941,"California"
"fsa2000052853/PP","Collier","War","Reading war news aboard streetcar. San Francisco, California",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33711_150px.jpg","1941-12",12,1941,"California"
"fsa2000052854/PP","Collier","Social and Personal Activity","Japanese restaurant, Monday morning, December 8, after the attack on Pearl Harbo",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33712_150px.jpg","1941-12",12,1941,"California"
"fsa2000052870/PP","Collier","Social and Personal Activity","Japanese restaurant, Monday morning, December 8, after the Japanese attack on Pe",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33728_150px.jpg","1941-12",12,1941,"California"
"fsa2000052871/PP","Collier","Work","Chef in North Beach Italian restaurant. San Francisco, California",6075,"San Francisco","San Francisco","thumb/1080/1087/8c33729_150px.jpg","1941-12",12,1941,"California"
"fsa2000052901/PP","Collier","War","Waiting to enlist at recruiting headquarters. San Francisco, California",6075,"San Francisco","San Francisco","thumb/1080/1088/8c33758_150px.jpg","1941-12",12,1941,"California"
"oem2002007849/PP","Rosener","Organized Society","War housing needs. Crowds of homeseekers wait in line for housing information in",6075,"San Francisco","San Francisco","thumb/1200/1206/8b08269_150px.jpg","1943-02","02",1943,"California"
"oem2002007850/PP","Rosener","Organized Society","War housing needs. The end of a long day&#39;s search for a place to live finds ",6075,"San Francisco","San Francisco","thumb/1200/1206/8b08270_150px.jpg","1943-02","02",1943,"California"
"oem2002008320/PP","Feininger","Work","Production. Mercury. Loading mercury ore into a mine car with a mechanical loade",6069,"San Benito","New Idria","thumb/1210/1211/8b08453_150px.jpg","1942-12",12,1942,"California"
"oem2002008321/PP","Feininger","Work","Production. Mercury. Loading mercury ore into a mine car by hand at the New Idri",6069,"San Benito","New Idria","thumb/1210/1211/8b08454_150px.jpg","1942-12",12,1942,"California"
"oem2002008322/PP","Feininger","Work","Production. Mercury. Loading mercury ore into a wheelbarrow at the New Idria, Ca",6069,"San Benito","New Idria","thumb/1210/1211/8b08455_150px.jpg","1942-12",12,1942,"California"
"oem2002008323/PP","Feininger","Work","Production. Mercury. Loading mercury ore from a chute into a mine car at the New",6069,"San Benito","New Idria","thumb/1210/1211/8b08456_150px.jpg","1942-12",12,1942,"California"
"oem2002008324/PP","Feininger","Work","Production. Mercury. Drilling blast holes with a compressed air rock drill in a ",6069,"San Benito","New Idria","thumb/1210/1211/8b08457_150px.jpg","1942-12",12,1942,"California"
"oem2002008325/PP","Feininger","Work","Production. Mercury. Surveying crew running lines in a mercury mine of the New I",6069,"San Benito","New Idria","thumb/1210/1211/8b08458_150px.jpg","1942-12",12,1942,"California"
"oem2002008326/PP","Feininger","Work","Production. Mercury. Timbering crew setting new supports at the New Idria, Calif",6069,"San Benito","New Idria","thumb/1210/1211/8b08459_150px.jpg","1942-12",12,1942,"California"
"oem2002008327/PP","Feininger","Work","Production. Mercury. Inspecting new timbering at the New Idria, California mercu",6069,"San Benito","New Idria","thumb/1210/1211/8b08460_150px.jpg","1942-12",12,1942,"California"
"oem2002008328/PP","Feininger","Work","Production. Mercury. Mercury extraction plant near mines at New Idria, Californi",6069,"San Benito","New Idria","thumb/1210/1211/8b08461_150px.jpg","1942-12",12,1942,"California"
"oem2002008329/PP","Feininger","Work","Production. Mercury. A power shovel loading mercury ore from an open-cut mine at",6069,"San Benito","New Idria","thumb/1210/1211/8b08462_150px.jpg","1942-12",12,1942,"California"
"oem2002008330/PP","Feininger","Work","Production. Mercury. Aerial tramway which carries mercury ore from mines at New ",6069,"San Benito","New Idria","thumb/1210/1211/8b08463_150px.jpg","1942-12",12,1942,"California"
"oem2002008331/PP","Feininger","Work","Production. Mercury. A mercury extraction plant at New Idria, California. Triple",6069,"San Benito","New Idria","thumb/1210/1211/8b08464_150px.jpg","1942-12",12,1942,"California"
"oem2002008332/PP","Feininger","Work","Production. Mercury. A mercury extraction plant at New Idria, California. Triple",6069,"San Benito","New Idria","thumb/1210/1211/8b09916_150px.jpg","1942-12",12,1942,"California"
"oem2002008333/PP","Feininger","Work","Production. Mercury. A mercury extraction plant at New Idria, California. Triple",6069,"San Benito","New Idria","thumb/1210/1211/8b09917_150px.jpg","1942-12",12,1942,"California"
"oem2002008334/PP","Feininger","Work","Production. Mercury. A mercury extraction plant at New Idria, California. Triple",6069,"San Benito","New Idria","thumb/1210/1211/8b09918_150px.jpg","1942-12",12,1942,"California"
"oem2002008335/PP","Feininger","Work","Production. Mercury. Collecting mercury by hand from soot deposited in condenser",6069,"San Benito","New Idria","thumb/1210/1211/8b09919_150px.jpg","1942-12",12,1942,"California"
"oem2002008336/PP","Feininger","Work","Production. Mercury. Collecting mercury from soot deposited in condenser chamber",6069,"San Benito","New Idria","thumb/1210/1211/8b08465_150px.jpg","1942-12",12,1942,"California"
"oem2002008337/PP","Feininger","Work","Production. Mercury. Mercury collected from the hoeing tables of a New Idria, Ca",6069,"San Benito","New Idria","thumb/1210/1211/8b09920_150px.jpg","1942-12",12,1942,"California"
"oem2002008338/PP","Feininger","Work","Production. Mercury. Rotary kiln in a mercury extraction plant at New Idria, Cal",6069,"San Benito","New Idria","thumb/1210/1211/8b08466_150px.jpg","1942-12",12,1942,"California"
"oem2002008339/PP","Feininger","Work","Production. Mercury. Drawing off mercury sludge at the end of a condensing syste",6069,"San Benito","New Idria","thumb/1210/1211/8b08467_150px.jpg","1942-12",12,1942,"California"
"oem2002008340/PP","Feininger","Work","Production. Mercury. Filling flasks of triple-distilled mercury at a New Idria, ",6069,"San Benito","New Idria","thumb/1210/1211/8b08468_150px.jpg","1942-12",12,1942,"California"
"oem2002008341/PP","Feininger","Work","Production. Mercury. Filling flasks of triple-distilled mercury at a New Idria, ",6069,"San Benito","New Idria","thumb/1210/1211/8b08469_150px.jpg","1942-12",12,1942,"California"
"owi2001003474/PP","Lee","Organized Society","Pacific Parachute Company, San Diego, California. Negro, Mexican, and white girl",6073,"San Diego","San Diego","thumb/1270/1273/8d03450_150px.jpg","1942-04","04",1942,"California"
"owi2001003475/PP","Lee","Work","Negro, Mexican, and white girls are employed at the Pacific Parachute Company. S",6073,"San Diego","San Diego","thumb/1270/1273/8d03451_150px.jpg","1942-04","04",1942,"California"
"owi2001003476/PP","Lee","Work","Inspector of the Standard Parachute Company and &quot;Skippy&quot; Smith, manage",6073,"San Diego","San Diego","thumb/1270/1273/8d03452_150px.jpg","1942-04","04",1942,"California"
"owi2001003477/PP","Lee","Work","Final inspection of pilot parachutes at the Pacific Parachute Company. San Diego",6073,"San Diego","San Diego","thumb/1270/1273/8d03453_150px.jpg","1942-04","04",1942,"California"
"owi2001003479/PP","Lee","Work","Mexican girl inspecting the shrouds or briddle of a pilot parachute made at the ",6073,"San Diego","San Diego","thumb/1270/1273/8d03455_150px.jpg","1942-04","04",1942,"California"
"owi2001003480/PP","Lee","Work","Laying out pilot parachute on the inspection table at the Pacific Parachute Comp",6073,"San Diego","San Diego","thumb/1270/1273/8d03456_150px.jpg","1942-04","04",1942,"California"
"owi2001003481/PP","Lee","Organized Society","Employees of the Pacific Parachute Company, checking in for work. San Diego, Cal",6073,"San Diego","San Diego","thumb/1270/1273/8d03457_150px.jpg","1942-04","04",1942,"California"
"owi2001003482/PP","Lee","Work","Repairman for the sewing machines at the Pacific Parachute Company. San Diego, C",6073,"San Diego","San Diego","thumb/1270/1273/8d03458_150px.jpg","1942-04","04",1942,"California"
"owi2001003483/PP","Lee","Work","Line of sewing machines on which most of the work on the pilot parachutes is don",6073,"San Diego","San Diego","thumb/1270/1273/8d03459_150px.jpg","1942-04","04",1942,"California"
"owi2001003484/PP","Lee","Work","Hemming a pilot parachute on a double needle sewing machine at the Pacific Parac",6073,"San Diego","San Diego","thumb/1270/1273/8d03460_150px.jpg","1942-04","04",1942,"California"
"owi2001003486/PP","Lee","People As Such","An employee of the Pacific Parachute Company. San Diego, California",6073,"San Diego","San Diego","thumb/1270/1273/8d03462_150px.jpg","1942-04","04",1942,"California"
"owi2001003487/PP","Lee","Work","Putting in the shrouds of a pilot parachute manufactured by the Pacific Parachut",6073,"San Diego","San Diego","thumb/1270/1273/8d03463_150px.jpg","1942-04","04",1942,"California"
